sensitivity_id,split_seed,system,sensitivity_minus_primary_macro_f1,sensitivity_minus_primary_balanced_accuracy,sensitivity_minus_primary_accuracy,sensitivity_minus_primary_macro_auc_ovr,sensitivity_minus_primary_recall_no_fall,sensitivity_minus_primary_recall_rare_fall,sensitivity_minus_primary_recall_recurrent_fall
S03_COHORT_1043,16,direct,0.014386782683669663,0.009574857980575335,0.012820512820512775,0.007644758817823338,0.014018691588784993,0.014705882352941235,0.0
S03_COHORT_1043,16,two_stage,0.0,0.0,0.0,-0.00016218262832201624,0.0,0.0,0.0
S03_COHORT_1043,17,direct,-0.04341851046185158,-0.04652434182395698,-0.04166666666666674,-0.007232814912934149,-0.032710280373831835,-0.07352941176470584,-0.033333333333333326
S03_COHORT_1043,17,two_stage,-0.01561453303296595,-0.011361553967381421,-0.009615384615384581,-0.0009972690915354132,-0.004672897196261627,-0.02941176470588236,0.0
S03_COHORT_1043,18,direct,0.001092495613710276,0.006438213914849555,-0.0064102564102563875,0.005849269199686535,-0.014018691588785104,5.551115123125783e-17,0.033333333333333326
S03_COHORT_1043,18,two_stage,0.0076364626007132674,0.006459593183067547,0.0064102564102564985,-0.002335245170351774,0.004672897196261627,0.014705882352941235,0.0
S03_COHORT_1043,19,direct,0.013500190080023122,0.01601307189542478,0.0064102564102563875,0.002959206990960639,0.0,0.014705882352941207,0.033333333333333326
S03_COHORT_1043,19,two_stage,-0.01723181241017202,-0.013377313542239366,0.0,0.0023398345857695846,0.01869158878504673,-0.05882352941176472,0.0
S04_REVISION_PREPROCESSING,0,direct,0.022595914591438615,0.017363019974344862,0.028846153846153855,-0.004845789389364863,0.03738317757009346,0.01470588235294118,0.0
S04_REVISION_PREPROCESSING,0,two_stage,0.017250108171041445,0.020435526235416224,0.009615384615384581,-0.005334633341732009,0.009345794392523366,-0.014705882352941124,0.06666666666666676
S04_REVISION_PREPROCESSING,1,direct,0.016081024253125853,0.031775700934579376,0.0064102564102563875,0.0010889189486685824,-0.004672897196261738,5.551115123125783e-17,0.09999999999999998
S04_REVISION_PREPROCESSING,1,two_stage,0.010275804529186583,0.009574857980575335,0.012820512820512775,0.0036950859028949123,0.014018691588784993,0.01470588235294118,0.0
S04_REVISION_PREPROCESSING,2,direct,-0.009277426187381532,-0.009803921568627527,-0.0064102564102563875,0.0012260313171743586,0.0,-0.02941176470588236,0.0
S04_REVISION_PREPROCESSING,2,two_stage,0.014958458711755718,0.022701728666544407,0.0064102564102563875,0.01241602314177448,-0.009345794392523366,0.04411764705882354,0.033333333333333326
S04_REVISION_PREPROCESSING,3,direct,0.027210903868791103,0.026916498686702095,0.028846153846153855,0.01112045582977983,0.032710280373831835,0.01470588235294118,0.033333333333333326
S04_REVISION_PREPROCESSING,3,two_stage,0.03892670509122781,0.03825667338586536,0.02564102564102555,0.008439025656026056,0.01869158878504673,0.02941176470588236,0.06666666666666665
S04_REVISION_PREPROCESSING,4,direct,0.018450754590436658,0.013148249954187174,0.0064102564102563875,0.004967949826090834,-0.004672897196261738,0.04411764705882354,0.0
S04_REVISION_PREPROCESSING,4,two_stage,0.019142961660779223,0.020685969091686518,0.01602564102564108,0.0019647643190903175,0.014018691588785104,0.014705882352941235,0.033333333333333326
S04_REVISION_PREPROCESSING,5,direct,-0.02435576494823921,-0.03381283977765559,-0.009615384615384581,-0.00821998280619407,0.009345794392523366,-0.044117647058823484,-0.06666666666666665
S04_REVISION_PREPROCESSING,5,two_stage,-0.0034882719903705506,0.006187771058579206,-0.012820512820512775,-0.003851601341295363,-0.01869158878504673,-0.02941176470588225,0.06666666666666671
S04_REVISION_PREPROCESSING,6,direct,-0.0013190214803118216,-0.012876427829698778,0.012820512820512886,-0.0014103831719948223,0.028037383177570097,5.551115123125783e-17,-0.06666666666666665
S04_REVISION_PREPROCESSING,6,two_stage,-0.0010679639888493409,0.0015576323987539498,0.0032051282051281937,-0.0023467776358189196,0.004672897196261627,0.0,0.0
S04_REVISION_PREPROCESSING,7,direct,0.002063476827095956,-0.0013071895424836555,0.0032051282051281937,1.6514865327610373e-05,0.0,0.02941176470588236,-0.033333333333333326
S04_REVISION_PREPROCESSING,7,two_stage,-0.005270201162343668,0.00394294789566918,0.0032051282051283048,0.013073470696160938,0.01869158878504673,-0.07352941176470579,0.06666666666666671
S04_REVISION_PREPROCESSING,8,direct,0.002286157391722665,0.006230529595015688,0.012820512820512886,0.02089833562477028,0.01869158878504673,0.0,0.0
S04_REVISION_PREPROCESSING,8,two_stage,-0.0063470496277765465,-0.008246289169873577,-0.0032051282051281937,0.02757020194522397,0.004672897196261627,-0.02941176470588236,0.0
S04_REVISION_PREPROCESSING,9,direct,0.006132045290885624,0.006459593183067769,0.0064102564102563875,0.0017396829158959903,0.004672897196261627,0.01470588235294118,0.0
S04_REVISION_PREPROCESSING,9,two_stage,-0.012130196990049469,-0.0075163398692809635,0.0032051282051281937,0.00374258983431508,0.0,0.044117647058823595,-0.0666666666666666
S04_REVISION_PREPROCESSING,10,direct,0.00919540229885063,0.009803921568627416,0.0064102564102564985,-6.527919389176517e-05,0.0,0.02941176470588236,0.0
S04_REVISION_PREPROCESSING,10,two_stage,0.02904032708757509,0.02629649990837457,0.012820512820512775,-0.0010400163428017084,-0.009345794392523366,0.08823529411764708,0.0
