sensitivity_id,split_seed,target,patients,macro_f1,balanced_accuracy,accuracy,recall_class_0,recall_class_1,priority_recall
S05_CONSTIPATION_LATEST,4,stage_1,312,0.6714636714636715,0.683148960518787,0.7019230769230769,0.7336448598130841,0.6326530612244898,0.6326530612244898
S05_CONSTIPATION_LATEST,4,stage_2,98,0.7309941520467835,0.7377450980392157,0.7653061224489796,0.8088235294117647,0.6666666666666666,0.8088235294117647
S05_CONSTIPATION_LATEST,5,stage_1,312,0.6404070118437373,0.6606427617776083,0.6634615384615384,0.6682242990654206,0.6530612244897959,0.6530612244897959
S05_CONSTIPATION_LATEST,5,stage_2,98,0.615686274509804,0.6098039215686274,0.7040816326530612,0.8529411764705882,0.36666666666666664,0.8529411764705882
S05_CONSTIPATION_LATEST,6,stage_1,312,0.6939624556062912,0.7082300209803547,0.7211538461538461,0.7429906542056075,0.673469387755102,0.673469387755102
S05_CONSTIPATION_LATEST,6,stage_2,98,0.6485016776582205,0.6602941176470588,0.6836734693877551,0.7205882352941176,0.6,0.7205882352941176
S05_CONSTIPATION_LATEST,7,stage_1,312,0.6483091787439613,0.6548731642189586,0.6858974358974359,0.7383177570093458,0.5714285714285714,0.5714285714285714
S05_CONSTIPATION_LATEST,7,stage_2,98,0.65,0.6450980392156862,0.7142857142857143,0.8235294117647058,0.4666666666666667,0.8235294117647058
S05_CONSTIPATION_LATEST,8,stage_1,312,0.6615899127762461,0.6733740225061988,0.6923076923076923,0.7242990654205608,0.6224489795918368,0.6224489795918368
S05_CONSTIPATION_LATEST,8,stage_2,98,0.6637254901960784,0.6637254901960784,0.7142857142857143,0.7941176470588235,0.5333333333333333,0.7941176470588235
S05_CONSTIPATION_LATEST,9,stage_1,312,0.6856567136838249,0.6948312035094412,0.717948717948718,0.7570093457943925,0.6326530612244898,0.6326530612244898
S05_CONSTIPATION_LATEST,9,stage_2,98,0.5897129186602871,0.5892156862745098,0.7142857142857143,0.9117647058823529,0.26666666666666666,0.9117647058823529
S05_CONSTIPATION_LATEST,10,stage_1,312,0.7171545620417016,0.7269216097654014,0.7467948717948718,0.780373831775701,0.673469387755102,0.673469387755102
S05_CONSTIPATION_LATEST,10,stage_2,98,0.6436363636363637,0.6735294117647059,0.6632653061224489,0.6470588235294118,0.7,0.6470588235294118
S05_CONSTIPATION_LATEST,11,stage_1,312,0.6798917639100288,0.69335304215144,0.7083333333333334,0.7336448598130841,0.6530612244897959,0.6530612244897959
S05_CONSTIPATION_LATEST,11,stage_2,98,0.7215909090909092,0.7303921568627451,0.7551020408163265,0.7941176470588235,0.6666666666666666,0.7941176470588235
S05_CONSTIPATION_LATEST,12,stage_1,312,0.6823888700373261,0.6861052832347893,0.7211538461538461,0.780373831775701,0.5918367346938775,0.5918367346938775
