split_seed,target,configuration_id,pipeline_key,candidate_kind,feature_set,selector,selector_parameter,branch,branch_kind,reference_model,mean_macro_f1,sd_macro_f1,mean_priority_recall,mean_balanced_accuracy,mean_accuracy,mean_selected_columns,mean_selected_groups,inner_folds,mean_delta_macro_f1,improving_folds,mean_delta_priority_recall,eligible_to_advance
2,stage_1,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.6517386259371247,0.02557607660157112,0.5869565217391305,0.6599227053140096,0.6868115257439773,17.6,13.0,5,,,,True
2,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.6595108208927678,0.029146567686156356,0.6086956521739131,0.6697821695213,0.6922815304676428,13.8,10.0,5,,,,True
2,stage_2,SEL_01,raw__none__all,selector_configuration,final_26,none,all,,raw,logistic,0.6122965434982707,0.028645422765786317,0.6860887096774194,0.6249491167434715,0.6478260869565218,45.8,26.0,5,,,,True
2,stage_2,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,logistic,0.6358562094610573,0.03664405360349185,0.7046370967741936,0.6480328341013825,0.6695652173913043,16.2,13.2,5,,,,True
2,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,,raw,logistic,0.6769017490431114,0.06243288838505912,0.7425403225806452,0.6884130184331797,0.7086956521739131,8.6,6.2,5,,,,True
2,stage_2,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,,raw,logistic,0.5932819632621553,0.022719557184398758,0.6733870967741936,0.6047887864823348,0.6304347826086957,36.4,21.2,5,,,,True
2,stage_2,SEL_05,raw__none__all,selector_configuration,final_26,none,all,,raw,extra_trees,0.6892971824184796,0.04376332877205387,0.7550403225806452,0.7013296850998464,0.7217391304347827,45.8,26.0,5,,,,True
2,stage_2,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.6738943806982793,0.057620428974704256,0.7300403225806452,0.6883534946236558,0.7043478260869566,16.2,13.2,5,,,,True
2,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.6822148132934619,0.05740262154206091,0.761491935483871,0.690269777265745,0.717391304347826,23.2,13.0,5,,,,True
2,stage_2,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.6765247045480212,0.06142465508596394,0.7421370967741936,0.6886875960061445,0.7086956521739131,18.2,10.0,5,,,,True
3,direct,SEL_01,raw__none__all,selector_configuration,final_26,none,all,,raw,logistic,0.4911190285793793,0.04108383041493713,0.3661290322580645,0.5390925538022312,0.5878790741615494,46.0,26.0,5,,,,True
3,direct,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,logistic,0.4891803400774065,0.05283184833245908,0.3909274193548387,0.5409642624400689,0.5905999055266887,27.8,19.6,5,,,,True
3,direct,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,,raw,logistic,0.48889912522702456,0.03747604925115772,0.3848790322580645,0.5369029193625968,0.5837505904581957,38.0,21.8,5,,,,True
3,direct,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,,raw,logistic,0.4911190285793793,0.04108383041493713,0.3661290322580645,0.5390925538022312,0.5878790741615494,46.0,26.0,5,,,,True
3,direct,SEL_05,raw__none__all,selector_configuration,final_26,none,all,,raw,extra_trees,0.5007931000547476,0.03567609041766261,0.2957661290322581,0.560261629350339,0.6153141237600378,46.0,26.0,5,,,,True
3,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.49915326020146844,0.05180527968922636,0.3336693548387097,0.5529460620025136,0.6084742560226736,27.8,19.6,5,,,,True
3,direct,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.5234524262209771,0.025878924916033177,0.3711693548387097,0.5790583756148273,0.6194615021256495,21.0,13.0,5,,,,True
3,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.5273681387532415,0.06126811098989221,0.3840725806451613,0.5894681569923506,0.6263863958431743,17.4,11.0,5,,,,True
3,stage_1,SEL_01,raw__none__all,selector_configuration,final_26,none,all,,raw,logistic,0.6643095691729626,0.042781374495064785,0.6304347826086957,0.6776618357487922,0.6949740198393954,46.0,26.0,5,,,,True
3,stage_1,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,logistic,0.6730979978447585,0.04009152926544265,0.6434782608695653,0.6872441809398331,0.7032404345772318,27.8,19.6,5,,,,True
3,stage_1,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,,raw,logistic,0.6764420945538597,0.05959236970685239,0.6695652173913044,0.6942068511198947,0.7031743032593292,22.0,14.4,5,,,,True
3,stage_1,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,,raw,logistic,0.6686821409336214,0.046545437807617364,0.6347826086956522,0.6818357487922706,0.6990930562116202,42.6,24.2,5,,,,True
3,stage_1,SEL_05,raw__none__all,selector_configuration,final_26,none,all,,raw,extra_trees,0.6841515785764738,0.05009094881622247,0.6652173913043479,0.6990531400966183,0.7114407179971658,46.0,26.0,5,,,,True
3,stage_1,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.6835610905756152,0.07055279037898753,0.6565217391304348,0.6977356170399649,0.7128011336797355,27.8,19.6,5,,,,True
3,stage_1,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.6827836384695571,0.06341531201895319,0.6608695652173913,0.6968893280632411,0.7100803023145961,18.4,13.0,5,,,,True
3,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.6841433484391455,0.04831617043995925,0.6652173913043479,0.6990834431269214,0.7114690599905527,13.4,10.4,5,,,,True
3,stage_2,SEL_01,raw__none__all,selector_configuration,final_26,none,all,,raw,logistic,0.6328597436500691,0.08502872865319253,0.6921370967741935,0.6489256912442396,0.6652173913043479,45.8,26.0,5,,,,True
3,stage_2,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,logistic,0.6572258239891968,0.060868649837789585,0.6786290322580645,0.6840764208909371,0.682608695652174,19.4,14.6,5,,,,True
3,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,final_26,l1,C=0.1,,raw,logistic,0.6734049246613301,0.04325282074279924,0.6913306451612903,0.6980462749615975,0.6956521739130435,9.4,6.6,5,,,,True
3,stage_2,SEL_04,raw__l1__C=1.0,selector_configuration,final_26,l1,C=1.0,,raw,logistic,0.6392057518119515,0.0981204575659052,0.6921370967741935,0.6555923579109063,0.6695652173913043,40.4,22.6,5,,,,True
3,stage_2,SEL_05,raw__none__all,selector_configuration,final_26,none,all,,raw,extra_trees,0.6612695381832756,0.024245127124371987,0.729233870967742,0.6741407450076805,0.6956521739130435,45.8,26.0,5,,,,True
3,stage_2,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,extra_trees,0.6701416429366704,0.045923428233327006,0.7227822580645161,0.6856768433179724,0.7,19.4,14.6,5,,,,True
3,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,final_26,extra_trees,threshold=median,,raw,extra_trees,0.6847637642637086,0.028768066256502346,0.729233870967742,0.7022359831029186,0.7130434782608696,24.0,13.0,5,,,,True
3,stage_2,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,final_26,extra_trees,threshold=1.25*median,,raw,extra_trees,0.6846893847665786,0.028867362452787405,0.7479838709677419,0.6973252688172042,0.717391304347826,19.8,11.2,5,,,,True
4,direct,SEL_01,raw__none__all,selector_configuration,final_26,none,all,,raw,logistic,0.46673717842128964,0.04636297045805216,0.33951612903225803,0.5043331781718878,0.5700991969768541,46.8,26.0,5,,,,True
4,direct,SEL_02,raw__corrected_fdr__q<=0.05,selector_configuration,final_26,corrected_fdr,q<=0.05,,raw,logistic,0.4821272788771567,0.05210031079991258,0.3713709677419355,0.5229533817437043,0.5921020311761928,26.8,19.4,5,,,,True
