inner_validation_fold,group,model,metric,mean_drop
4,NHY_COMBINED_MAX,two_stage_system,rare_fall_recall,-0.0217391304347826
4,NHY_COMBINED_MAX,stage_1,macro_f1,0.002993581517799848
4,NHY_COMBINED_MAX,stage_2,macro_f1,0.01302830410514716
4,NHY_COMBINED_MAX,stage_2,rare_fall_recall,0.0
4,FEATPOSHYP,direct_system,macro_f1,-0.005957150435926084
4,FEATPOSHYP,direct_system,rare_fall_recall,-0.02391304347826087
4,FEATPOSHYP,two_stage_system,macro_f1,0.004139840003541162
4,FEATPOSHYP,two_stage_system,rare_fall_recall,-0.043478260869565216
4,FEATPOSHYP,stage_1,macro_f1,-0.004128747686472168
4,FEATPOSHYP,stage_2,macro_f1,0.026304439926548497
4,FEATPOSHYP,stage_2,rare_fall_recall,0.0
4,NP3TOT_COMBINED_MAX,direct_system,macro_f1,0.0022535274544817742
4,NP3TOT_COMBINED_MAX,direct_system,rare_fall_recall,0.010869565217391292
4,NP3TOT_COMBINED_MAX,two_stage_system,macro_f1,0.005064399648707185
4,NP3TOT_COMBINED_MAX,two_stage_system,rare_fall_recall,0.010869565217391297
4,NP3TOT_COMBINED_MAX,stage_1,macro_f1,0.008919578519362847
4,NP3TOT_COMBINED_MAX,stage_2,macro_f1,0.0
4,NP3TOT_COMBINED_MAX,stage_2,rare_fall_recall,0.0
4,GROUP_PART_IV_FORM,direct_system,macro_f1,0.007574697923910545
4,GROUP_PART_IV_FORM,direct_system,rare_fall_recall,-0.023913043478260877
4,GROUP_PART_IV_FORM,two_stage_system,macro_f1,0.0466799745849951
4,GROUP_PART_IV_FORM,two_stage_system,rare_fall_recall,-0.032608695652173905
4,GROUP_PART_IV_FORM,stage_1,macro_f1,-0.021228789659121984
4,GROUP_PART_IV_FORM,stage_2,macro_f1,0.12018794011804212
4,GROUP_PART_IV_FORM,stage_2,rare_fall_recall,0.008695652173913038
4,ANYFAMPD,direct_system,macro_f1,0.014716527875903796
4,ANYFAMPD,direct_system,rare_fall_recall,0.03695652173913042
4,ANYFAMPD,two_stage_system,macro_f1,0.013563789130536519
4,ANYFAMPD,two_stage_system,rare_fall_recall,0.015217391304347839
4,ANYFAMPD,stage_1,macro_f1,0.007531969181441611
4,ANYFAMPD,stage_2,macro_f1,0.02093150951414615
4,ANYFAMPD,stage_2,rare_fall_recall,0.008695652173913038
4,DXTREMOR,direct_system,macro_f1,0.0
4,DXTREMOR,direct_system,rare_fall_recall,0.0
4,DXTREMOR,two_stage_system,macro_f1,0.0
4,DXTREMOR,two_stage_system,rare_fall_recall,0.0
4,DXTREMOR,stage_1,macro_f1,0.0
4,DXTREMOR,stage_2,macro_f1,0.0
4,DXTREMOR,stage_2,rare_fall_recall,0.0
4,DXBRADY,direct_system,macro_f1,0.0
4,DXBRADY,direct_system,rare_fall_recall,0.0
4,DXBRADY,two_stage_system,macro_f1,0.0
4,DXBRADY,two_stage_system,rare_fall_recall,0.0
4,DXBRADY,stage_1,macro_f1,0.0
4,DXBRADY,stage_2,macro_f1,0.0
4,DXBRADY,stage_2,rare_fall_recall,0.0
4,DOMSIDE,direct_system,macro_f1,0.0
4,DOMSIDE,direct_system,rare_fall_recall,0.0
4,DOMSIDE,two_stage_system,macro_f1,0.007285195595637039
4,DOMSIDE,two_stage_system,rare_fall_recall,-0.0021739130434782596
4,DOMSIDE,stage_1,macro_f1,0.0
4,DOMSIDE,stage_2,macro_f1,0.01177215005027309
4,DOMSIDE,stage_2,rare_fall_recall,-0.0021739130434782596
4,NP1CNST,direct_system,macro_f1,0.01691755063003896
4,NP1CNST,direct_system,rare_fall_recall,0.028260869565217377
4,NP1CNST,two_stage_system,macro_f1,0.0019644468779741577
4,NP1CNST,two_stage_system,rare_fall_recall,0.004347826086956519
4,NP1CNST,stage_1,macro_f1,0.00019294440667591006
4,NP1CNST,stage_2,macro_f1,0.0
4,NP1CNST,stage_2,rare_fall_recall,0.0
